"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CPI","TOT","IDX2015","A","2007",87.47998,
"USA","CPI","TOT","IDX2015","A","2008",90.83842,
"USA","CPI","TOT","IDX2015","A","2009",90.51545,
"USA","CPI","TOT","IDX2015","A","2010",91.99994,
"USA","CPI","TOT","IDX2015","A","2011",94.90424,
"USA","CPI","TOT","IDX2015","A","2012",96.86812,
"USA","CPI","TOT","IDX2015","A","2013",98.28708,
"USA","CPI","TOT","IDX2015","A","2014",99.88152,
"USA","CPI","TOT","IDX2015","A","2015",100,
"USA","CPI","TOT","IDX2015","A","2016",101.2616,
"USA","CPI","TOT","IDX2015","A","2017",103.4186,
"USA","CPI","TOT","IDX2015","A","2018",105.9446,
"USA","CPI","TOT","IDX2015","A","2019",107.8646,
"USA","CPI","TOT","IDX2015","A","2020",109.1952,
"CHL","CPI","TOT","IDX2015","A","1970",0.0009499446,
"CHL","CPI","TOT","IDX2015","A","1971",0.00114043,
"CHL","CPI","TOT","IDX2015","A","1972",0.002027635,
"CHL","CPI","TOT","IDX2015","A","1973",0.009181356,
"CHL","CPI","TOT","IDX2015","A","1974",0.0555232,
"CHL","CPI","TOT","IDX2015","A","1975",0.2635882,
"CHL","CPI","TOT","IDX2015","A","1976",0.8221957,
"CHL","CPI","TOT","IDX2015","A","1977",1.578239,
"CHL","CPI","TOT","IDX2015","A","1978",2.210911,
"CHL","CPI","TOT","IDX2015","A","1979",2.949116,
"CHL","CPI","TOT","IDX2015","A","1980",3.985387,
"CHL","CPI","TOT","IDX2015","A","1981",4.769983,
"CHL","CPI","TOT","IDX2015","A","1982",5.244169,
"CHL","CPI","TOT","IDX2015","A","1983",6.673582,
"CHL","CPI","TOT","IDX2015","A","1984",7.998969,
"CHL","CPI","TOT","IDX2015","A","1985",10.45493,
"CHL","CPI","TOT","IDX2015","A","1986",12.49123,
"CHL","CPI","TOT","IDX2015","A","1987",14.97458,
"CHL","CPI","TOT","IDX2015","A","1988",17.1735,
"CHL","CPI","TOT","IDX2015","A","1989",20.0978,
"CHL","CPI","TOT","IDX2015","A","1990",25.33056,
"CHL","CPI","TOT","IDX2015","A","1991",30.84867,
"CHL","CPI","TOT","IDX2015","A","1992",35.60733,
"CHL","CPI","TOT","IDX2015","A","1993",40.13934,
"CHL","CPI","TOT","IDX2015","A","1994",44.73254,
"CHL","CPI","TOT","IDX2015","A","1995",48.4152,
"CHL","CPI","TOT","IDX2015","A","1996",51.97813,
"CHL","CPI","TOT","IDX2015","A","1997",55.1664,
"CHL","CPI","TOT","IDX2015","A","1998",57.98554,
"CHL","CPI","TOT","IDX2015","A","1999",59.92045,
"CHL","CPI","TOT","IDX2015","A","2000",62.22335,
"CHL","CPI","TOT","IDX2015","A","2001",64.44417,
"CHL","CPI","TOT","IDX2015","A","2002",66.04844,
"CHL","CPI","TOT","IDX2015","A","2003",67.90452,
"CHL","CPI","TOT","IDX2015","A","2004",68.62074,
"CHL","CPI","TOT","IDX2015","A","2005",70.71543,
"CHL","CPI","TOT","IDX2015","A","2006",73.11411,
"CHL","CPI","TOT","IDX2015","A","2007",76.33684,
"CHL","CPI","TOT","IDX2015","A","2008",82.99056,
"CHL","CPI","TOT","IDX2015","A","2009",83.28355,
"CHL","CPI","TOT","IDX2015","A","2010",84.45845,
"CHL","CPI","TOT","IDX2015","A","2011",87.28039,
"CHL","CPI","TOT","IDX2015","A","2012",89.9053,
"CHL","CPI","TOT","IDX2015","A","2013",91.51421,
"CHL","CPI","TOT","IDX2015","A","2014",95.83247,
"CHL","CPI","TOT","IDX2015","A","2015",100,
"CHL","CPI","TOT","IDX2015","A","2016",103.7862,
"CHL","CPI","TOT","IDX2015","A","2017",106.0516,
"CHL","CPI","TOT","IDX2015","A","2018",108.6338,
"CHL","CPI","TOT","IDX2015","A","2019",111.4121,
"CHL","CPI","TOT","IDX2015","A","2020",114.8052,
"COL","CPI","TOT","IDX2015","A","1970",0.1373319,
"COL","CPI","TOT","IDX2015","A","1971",0.1538896,
"COL","CPI","TOT","IDX2015","A","1972",0.1723953,
"COL","CPI","TOT","IDX2015","A","1973",0.2113547,
"COL","CPI","TOT","IDX2015","A","1974",0.25908,
"COL","CPI","TOT","IDX2015","A","1975",0.3243369,
"COL","CPI","TOT","IDX2015","A","1976",0.385698,
"COL","CPI","TOT","IDX2015","A","1977",0.517186,
"COL","CPI","TOT","IDX2015","A","1978",0.6077666,
"COL","CPI","TOT","IDX2015","A","1979",0.7548383,
"COL","CPI","TOT","IDX2015","A","1980",0.9554791,
"COL","CPI","TOT","IDX2015","A","1981",1.218455,
"COL","CPI","TOT","IDX2015","A","1982",1.519416,
"COL","CPI","TOT","IDX2015","A","1983",1.815508,
"COL","CPI","TOT","IDX2015","A","1984",2.112573,
"COL","CPI","TOT","IDX2015","A","1985",2.619045,
"COL","CPI","TOT","IDX2015","A","1986",3.112856,
"COL","CPI","TOT","IDX2015","A","1987",3.838474,
"COL","CPI","TOT","IDX2015","A","1988",4.918623,
"COL","CPI","TOT","IDX2015","A","1989",6.190648,
"COL","CPI","TOT","IDX2015","A","1990",7.994468,
"COL","CPI","TOT","IDX2015","A","1991",10.42066,
"COL","CPI","TOT","IDX2015","A","1992",13.23743,
"COL","CPI","TOT","IDX2015","A","1993",16.20808,
"COL","CPI","TOT","IDX2015","A","1994",19.91117,
"COL","CPI","TOT","IDX2015","A","1995",24.07204,
"COL","CPI","TOT","IDX2015","A","1996",29.07832,
"COL","CPI","TOT","IDX2015","A","1997",34.44692,
"COL","CPI","TOT","IDX2015","A","1998",40.88204,
"COL","CPI","TOT","IDX2015","A","1999",45.32731,
"COL","CPI","TOT","IDX2015","A","2000",49.50765,
"COL","CPI","TOT","IDX2015","A","2001",53.45326,
"COL","CPI","TOT","IDX2015","A","2002",56.84858,
"COL","CPI","TOT","IDX2015","A","2003",60.9023,
"COL","CPI","TOT","IDX2015","A","2004",64.49631,
"COL","CPI","TOT","IDX2015","A","2005",67.75428,
"COL","CPI","TOT","IDX2015","A","2006",70.66261,
"COL","CPI","TOT","IDX2015","A","2007",74.58094,
"COL","CPI","TOT","IDX2015","A","2008",79.80053,
"COL","CPI","TOT","IDX2015","A","2009",83.15298,
"COL","CPI","TOT","IDX2015","A","2010",85.04154,
"COL","CPI","TOT","IDX2015","A","2011",87.94791,
"COL","CPI","TOT","IDX2015","A","2012",90.73351,
"COL","CPI","TOT","IDX2015","A","2013",92.5646,
"COL","CPI","TOT","IDX2015","A","2014",95.24696,
"COL","CPI","TOT","IDX2015","A","2015",100,
"COL","CPI","TOT","IDX2015","A","2016",107.5143,
"COL","CPI","TOT","IDX2015","A","2017",112.1505,
"COL","CPI","TOT","IDX2015","A","2018",115.7844,
"COL","CPI","TOT","IDX2015","A","2019",119.8664,
"COL","CPI","TOT","IDX2015","A","2020",122.8925,
"CRI","CPI","TOT","IDX2015","A","1976",0.5069763,
"CRI","CPI","TOT","IDX2015","A","1977",0.5282198,
"CRI","CPI","TOT","IDX2015","A","1978",0.5599506,
"CRI","CPI","TOT","IDX2015","A","1979",0.6114013,
"CRI","CPI","TOT","IDX2015","A","1980",0.7222799,
"CRI","CPI","TOT","IDX2015","A","1981",0.9899304,
"CRI","CPI","TOT","IDX2015","A","1982",1.882069,
"CRI","CPI","TOT","IDX2015","A","1983",2.496069,
"CRI","CPI","TOT","IDX2015","A","1984",2.794286,
"CRI","CPI","TOT","IDX2015","A","1985",3.215033,
"CRI","CPI","TOT","IDX2015","A","1986",3.595534,
"CRI","CPI","TOT","IDX2015","A","1987",4.201109,
"CRI","CPI","TOT","IDX2015","A","1988",5.076306,
"CRI","CPI","TOT","IDX2015","A","1989",5.914395,
"CRI","CPI","TOT","IDX2015","A","1990",7.040481,
"CRI","CPI","TOT","IDX2015","A","1991",9.061753,
"CRI","CPI","TOT","IDX2015","A","1992",11.03642,
"CRI","CPI","TOT","IDX2015","A","1993",12.11562,
"CRI","CPI","TOT","IDX2015","A","1994",13.75541,
"CRI","CPI","TOT","IDX2015","A","1995",16.94481,
"CRI","CPI","TOT","IDX2015","A","1996",19.91209,
"CRI","CPI","TOT","IDX2015","A","1997",22.55005,
"CRI","CPI","TOT","IDX2015","A","1998",25.17923,
"CRI","CPI","TOT","IDX2015","A","1999",27.70855,
"CRI","CPI","TOT","IDX2015","A","2000",30.74584,
"CRI","CPI","TOT","IDX2015","A","2001",34.20647,
"CRI","CPI","TOT","IDX2015","A","2002",37.34235,
"CRI","CPI","TOT","IDX2015","A","2003",40.8703,
"CRI","CPI","TOT","IDX2015","A","2004",45.9034,
"CRI","CPI","TOT","IDX2015","A","2005",52.23729,
"CRI","CPI","TOT","IDX2015","A","2006",58.22922,
"CRI","CPI","TOT","IDX2015","A","2007",63.67787,
"CRI","CPI","TOT","IDX2015","A","2008",72.22629,
"CRI","CPI","TOT","IDX2015","A","2009",77.89078,
"CRI","CPI","TOT","IDX2015","A","2010",82.30154,
"CRI","CPI","TOT","IDX2015","A","2011",86.31621,
"CRI","CPI","TOT","IDX2015","A","2012",90.19652,
"CRI","CPI","TOT","IDX2015","A","2013",94.915,
"CRI","CPI","TOT","IDX2015","A","2014",99.2044,
"CRI","CPI","TOT","IDX2015","A","2015",100,
"CRI","CPI","TOT","IDX2015","A","2016",99.98252,
"CRI","CPI","TOT","IDX2015","A","2017",101.6081,
"CRI","CPI","TOT","IDX2015","A","2018",103.865,
"CRI","CPI","TOT","IDX2015","A","2019",106.042,
"CRI","CPI","TOT","IDX2015","A","2020",106.8107,
"EST","CPI","TOT","IDX2015","A","1998",55.47913,
"EST","CPI","TOT","IDX2015","A","1999",57.30778,
"EST","CPI","TOT","IDX2015","A","2000",59.61068,
"EST","CPI","TOT","IDX2015","A","2001",63.03727,
"EST","CPI","TOT","IDX2015","A","2002",65.28891,
"EST","CPI","TOT","IDX2015","A","2003",66.16051,
"EST","CPI","TOT","IDX2015","A","2004",68.17715,
"EST","CPI","TOT","IDX2015","A","2005",70.95859,
"EST","CPI","TOT","IDX2015","A","2006",74.10746,
"EST","CPI","TOT","IDX2015","A","2007",78.99954,
"EST","CPI","TOT","IDX2015","A","2008",87.18575,
"EST","CPI","TOT","IDX2015","A","2009",87.11739,
"EST","CPI","TOT","IDX2015","A","2010",89.70656,
"EST","CPI","TOT","IDX2015","A","2011",94.17565,
"EST","CPI","TOT","IDX2015","A","2012",97.87996,
"EST","CPI","TOT","IDX2015","A","2013",100.6016,
"EST","CPI","TOT","IDX2015","A","2014",100.4948,
"EST","CPI","TOT","IDX2015","A","2015",100,
"EST","CPI","TOT","IDX2015","A","2016",100.1487,
"EST","CPI","TOT","IDX2015","A","2017",103.571,
"EST","CPI","TOT","IDX2015","A","2018",107.13,
"EST","CPI","TOT","IDX2015","A","2019",109.5697,
"EST","CPI","TOT","IDX2015","A","2020",109.0826,
"ISR","CPI","TOT","IDX2015","A","1970",0.001430831,
"ISR","CPI","TOT","IDX2015","A","1971",0.001602139,
"ISR","CPI","TOT","IDX2015","A","1972",0.001808518,
"ISR","CPI","TOT","IDX2015","A","1973",0.002170807,
"ISR","CPI","TOT","IDX2015","A","1974",0.003032182,
"ISR","CPI","TOT","IDX2015","A","1975",0.004224034,
"ISR","CPI","TOT","IDX2015","A","1976",0.005546615,
"ISR","CPI","TOT","IDX2015","A","1977",0.007466671,
"ISR","CPI","TOT","IDX2015","A","1978",0.01124114,
"ISR","CPI","TOT","IDX2015","A","1979",0.02004409,
"ISR","CPI","TOT","IDX2015","A","1980",0.04630685,
"ISR","CPI","TOT","IDX2015","A","1981",0.1003933,
"ISR","CPI","TOT","IDX2015","A","1982",0.221231,
"ISR","CPI","TOT","IDX2015","A","1983",0.5441209,
"ISR","CPI","TOT","IDX2015","A","1984",2.574865,
"ISR","CPI","TOT","IDX2015","A","1985",10.52587,
"ISR","CPI","TOT","IDX2015","A","1986",15.5746,
"ISR","CPI","TOT","IDX2015","A","1987",18.54839,
"ISR","CPI","TOT","IDX2015","A","1988",21.59778,
"ISR","CPI","TOT","IDX2015","A","1989",25.98286,
"ISR","CPI","TOT","IDX2015","A","1990",30.46875,
"ISR","CPI","TOT","IDX2015","A","1991",36.26512,
"ISR","CPI","TOT","IDX2015","A","1992",40.625,
"ISR","CPI","TOT","IDX2015","A","1993",45.08569,
"ISR","CPI","TOT","IDX2015","A","1994",50.62164,
"ISR","CPI","TOT","IDX2015","A","1995",55.65356,
"ISR","CPI","TOT","IDX2015","A","1996",61.99597,
"ISR","CPI","TOT","IDX2015","A","1997",67.54872,
"ISR","CPI","TOT","IDX2015","A","1998",71.26176,
"ISR","CPI","TOT","IDX2015","A","1999",74.9496,
"ISR","CPI","TOT","IDX2015","A","2000",75.73925,
"ISR","CPI","TOT","IDX2015","A","2001",76.6129,
"ISR","CPI","TOT","IDX2015","A","2002",81.02319,
"ISR","CPI","TOT","IDX2015","A","2003",81.61122,
"ISR","CPI","TOT","IDX2015","A","2004",81.2752,
"ISR","CPI","TOT","IDX2015","A","2005",82.34207,
"ISR","CPI","TOT","IDX2015","A","2006",84.03898,
"ISR","CPI","TOT","IDX2015","A","2007",84.4254,
"ISR","CPI","TOT","IDX2015","A","2008",88.27285,
"ISR","CPI","TOT","IDX2015","A","2009",91.22144,
"ISR","CPI","TOT","IDX2015","A","2010",93.6996,
"ISR","CPI","TOT","IDX2015","A","2011",96.95901,
"ISR","CPI","TOT","IDX2015","A","2012",98.59711,
"ISR","CPI","TOT","IDX2015","A","2013",100.1512,
"ISR","CPI","TOT","IDX2015","A","2014",100.6384,
"ISR","CPI","TOT","IDX2015","A","2015",100,
"ISR","CPI","TOT","IDX2015","A","2016",99.45396,
"ISR","CPI","TOT","IDX2015","A","2017",99.69758,
"ISR","CPI","TOT","IDX2015","A","2018",100.5124,
"ISR","CPI","TOT","IDX2015","A","2019",101.3609,
"ISR","CPI","TOT","IDX2015","A","2020",100.7645,
"LVA","CPI","TOT","IDX2015","A","1991",1.050715,
"LVA","CPI","TOT","IDX2015","A","1992",11.05033,
"LVA","CPI","TOT","IDX2015","A","1993",23.09404,
"LVA","CPI","TOT","IDX2015","A","1994",31.39051,
"LVA","CPI","TOT","IDX2015","A","1995",39.23058,
"LVA","CPI","TOT","IDX2015","A","1996",46.13927,
"LVA","CPI","TOT","IDX2015","A","1997",50.03683,
"LVA","CPI","TOT","IDX2015","A","1998",52.36065,
"LVA","CPI","TOT","IDX2015","A","1999",53.59888,
"LVA","CPI","TOT","IDX2015","A","2000",55.02153,
"LVA","CPI","TOT","IDX2015","A","2001",56.38994,
"LVA","CPI","TOT","IDX2015","A","2002",57.48327,
"LVA","CPI","TOT","IDX2015","A","2003",59.1748,
"LVA","CPI","TOT","IDX2015","A","2004",62.83913,
"LVA","CPI","TOT","IDX2015","A","2005",67.0798,
"LVA","CPI","TOT","IDX2015","A","2006",71.46426,
"LVA","CPI","TOT","IDX2015","A","2007",78.67714,
"LVA","CPI","TOT","IDX2015","A","2008",90.79524,
"LVA","CPI","TOT","IDX2015","A","2009",94.00404,
"LVA","CPI","TOT","IDX2015","A","2010",92.98444,
"LVA","CPI","TOT","IDX2015","A","2011",97.04855,
"LVA","CPI","TOT","IDX2015","A","2012",99.2397,
"LVA","CPI","TOT","IDX2015","A","2013",99.21047,
"LVA","CPI","TOT","IDX2015","A","2014",99.82607,
"LVA","CPI","TOT","IDX2015","A","2015",100,
"LVA","CPI","TOT","IDX2015","A","2016",100.1406,
"LVA","CPI","TOT","IDX2015","A","2017",103.0751,
"LVA","CPI","TOT","IDX2015","A","2018",105.6875,
"LVA","CPI","TOT","IDX2015","A","2019",108.6588,
"LVA","CPI","TOT","IDX2015","A","2020",108.8969,
"LTU","CPI","TOT","IDX2015","A","1991",0.3464583,
"LTU","CPI","TOT","IDX2015","A","1992",3.882483,
"LTU","CPI","TOT","IDX2015","A","1993",19.81821,
"LTU","CPI","TOT","IDX2015","A","1994",34.13779,
"LTU","CPI","TOT","IDX2015","A","1995",47.67262,
"LTU","CPI","TOT","IDX2015","A","1996",59.41209,
"LTU","CPI","TOT","IDX2015","A","1997",64.68851,
"LTU","CPI","TOT","IDX2015","A","1998",67.96664,
"LTU","CPI","TOT","IDX2015","A","1999",68.46113,
"LTU","CPI","TOT","IDX2015","A","2000",69.13315,
"LTU","CPI","TOT","IDX2015","A","2001",70.07829,
"LTU","CPI","TOT","IDX2015","A","2002",70.27556,
"LTU","CPI","TOT","IDX2015","A","2003",69.47842,
"LTU","CPI","TOT","IDX2015","A","2004",70.28722,
"LTU","CPI","TOT","IDX2015","A","2005",72.15579,
"LTU","CPI","TOT","IDX2015","A","2006",74.85378,
"LTU","CPI","TOT","IDX2015","A","2007",79.14828,
"LTU","CPI","TOT","IDX2015","A","2008",87.79592,
"LTU","CPI","TOT","IDX2015","A","2009",91.70551,
"LTU","CPI","TOT","IDX2015","A","2010",92.91531,
"LTU","CPI","TOT","IDX2015","A","2011",96.75297,
"LTU","CPI","TOT","IDX2015","A","2012",99.74261,
"LTU","CPI","TOT","IDX2015","A","2013",100.7874,
"LTU","CPI","TOT","IDX2015","A","2014",100.892,
"LTU","CPI","TOT","IDX2015","A","2015",99.99999,
"LTU","CPI","TOT","IDX2015","A","2016",100.9055,
"LTU","CPI","TOT","IDX2015","A","2017",104.6621,
"LTU","CPI","TOT","IDX2015","A","2018",107.4858,
"LTU","CPI","TOT","IDX2015","A","2019",109.9951,
"LTU","CPI","TOT","IDX2015","A","2020",111.3149,
"SVN","CPI","TOT","IDX2015","A","1980",0.000400087,
"SVN","CPI","TOT","IDX2015","A","1981",0.0005706159,
"SVN","CPI","TOT","IDX2015","A","1982",0.0007424429,
"SVN","CPI","TOT","IDX2015","A","1983",0.001041005,
"SVN","CPI","TOT","IDX2015","A","1984",0.001599733,
"SVN","CPI","TOT","IDX2015","A","1985",0.002870023,
"SVN","CPI","TOT","IDX2015","A","1986",0.005621988,
"SVN","CPI","TOT","IDX2015","A","1987",0.0130471,
"SVN","CPI","TOT","IDX2015","A","1988",0.0389787,
"SVN","CPI","TOT","IDX2015","A","1989",0.5384687,
"SVN","CPI","TOT","IDX2015","A","1990",3.511266,
"SVN","CPI","TOT","IDX2015","A","1991",7.543355,
"SVN","CPI","TOT","IDX2015","A","1992",23.3794,
"SVN","CPI","TOT","IDX2015","A","1993",30.8052,
"SVN","CPI","TOT","IDX2015","A","1994",37.27177,
"SVN","CPI","TOT","IDX2015","A","1995",42.28994,
"SVN","CPI","TOT","IDX2015","A","1996",46.46161,
"SVN","CPI","TOT","IDX2015","A","1997",50.34565,
"SVN","CPI","TOT","IDX2015","A","1998",54.31851,
"SVN","CPI","TOT","IDX2015","A","1999",57.66213,
"SVN","CPI","TOT","IDX2015","A","2000",62.80083,
"SVN","CPI","TOT","IDX2015","A","2001",68.06333,
"SVN","CPI","TOT","IDX2015","A","2002",73.155,
"SVN","CPI","TOT","IDX2015","A","2003",77.21083,
"SVN","CPI","TOT","IDX2015","A","2004",79.985,
"SVN","CPI","TOT","IDX2015","A","2005",81.94583,
"SVN","CPI","TOT","IDX2015","A","2006",83.96,
"SVN","CPI","TOT","IDX2015","A","2007",87.03083,
"SVN","CPI","TOT","IDX2015","A","2008",91.94583,
"SVN","CPI","TOT","IDX2015","A","2009",92.7175,
"SVN","CPI","TOT","IDX2015","A","2010",94.3875,
"SVN","CPI","TOT","IDX2015","A","2011",96.08916,
"SVN","CPI","TOT","IDX2015","A","2012",98.585,
"SVN","CPI","TOT","IDX2015","A","2013",100.3292,
"SVN","CPI","TOT","IDX2015","A","2014",100.5292,
"SVN","CPI","TOT","IDX2015","A","2015",100.0008,
"SVN","CPI","TOT","IDX2015","A","2016",99.94583,
"SVN","CPI","TOT","IDX2015","A","2017",101.3742,
"SVN","CPI","TOT","IDX2015","A","2018",103.1367,
"SVN","CPI","TOT","IDX2015","A","2019",104.8183,
"SVN","CPI","TOT","IDX2015","A","2020",104.7608,
"OECD","CPI","TOT","IDX2015","A","1970",7.231755,
"OECD","CPI","TOT","IDX2015","A","1971",7.64531,
"OECD","CPI","TOT","IDX2015","A","1972",8.040369,
"OECD","CPI","TOT","IDX2015","A","1973",8.699553,
"OECD","CPI","TOT","IDX2015","A","1974",9.925288,
"OECD","CPI","TOT","IDX2015","A","1975",11.10351,
"OECD","CPI","TOT","IDX2015","A","1976",12.13165,
"OECD","CPI","TOT","IDX2015","A","1977",13.36605,
"OECD","CPI","TOT","IDX2015","A","1978",14.59057,
"OECD","CPI","TOT","IDX2015","A","1979",16.23254,
"OECD","CPI","TOT","IDX2015","A","1980",18.63168,
"OECD","CPI","TOT","IDX2015","A","1981",20.86646,
"OECD","CPI","TOT","IDX2015","A","1982",23.09447,
"OECD","CPI","TOT","IDX2015","A","1983",25.52521,
"OECD","CPI","TOT","IDX2015","A","1984",27.79235,
"OECD","CPI","TOT","IDX2015","A","1985",29.91493,
"OECD","CPI","TOT","IDX2015","A","1986",31.95218,
"OECD","CPI","TOT","IDX2015","A","1987",34.85969,
"OECD","CPI","TOT","IDX2015","A","1988",38.28819,
"OECD","CPI","TOT","IDX2015","A","1989",40.73443,
"OECD","CPI","TOT","IDX2015","A","1990",43.62065,
"OECD","CPI","TOT","IDX2015","A","1991",46.51831,
"OECD","CPI","TOT","IDX2015","A","1992",48.99874,
"OECD","CPI","TOT","IDX2015","A","1993",51.27791,
"OECD","CPI","TOT","IDX2015","A","1994",53.70045,
"OECD","CPI","TOT","IDX2015","A","1995",56.9581,
"OECD","CPI","TOT","IDX2015","A","1996",60.27356,
"OECD","CPI","TOT","IDX2015","A","1997",63.23222,
"OECD","CPI","TOT","IDX2015","A","1998",65.97108,
"OECD","CPI","TOT","IDX2015","A","1999",68.41256,
"OECD","CPI","TOT","IDX2015","A","2000",71.18757,
"OECD","CPI","TOT","IDX2015","A","2001",73.80068,
"OECD","CPI","TOT","IDX2015","A","2002",75.85298,
"OECD","CPI","TOT","IDX2015","A","2003",77.73445,
"OECD","CPI","TOT","IDX2015","A","2004",79.60852,
"OECD","CPI","TOT","IDX2015","A","2005",81.71325,
"OECD","CPI","TOT","IDX2015","A","2006",83.89681,
"OECD","CPI","TOT","IDX2015","A","2007",86.03494,
"OECD","CPI","TOT","IDX2015","A","2008",89.25119,
"OECD","CPI","TOT","IDX2015","A","2009",89.74818,
"OECD","CPI","TOT","IDX2015","A","2010",91.36649,
"OECD","CPI","TOT","IDX2015","A","2011",93.97012,
"OECD","CPI","TOT","IDX2015","A","2012",96.07827,
"OECD","CPI","TOT","IDX2015","A","2013",97.62,
"OECD","CPI","TOT","IDX2015","A","2014",99.32012,
"OECD","CPI","TOT","IDX2015","A","2015",100,
"OECD","CPI","TOT","IDX2015","A","2016",101.1975,
"OECD","CPI","TOT","IDX2015","A","2017",103.5061,
"OECD","CPI","TOT","IDX2015","A","2018",106.2044,
"OECD","CPI","TOT","IDX2015","A","2019",108.4013,
"OECD","CPI","TOT","IDX2015","A","2020",109.8845,
